annee;appels_presentes;appels_traites;appels_abandonnes;taux_abandon;taux_traitement;delai_moyen_reponse_sec;niveau_service;niveau_service_pct
2025;358295;336945;17689;0,04936993259744066;0,9404122301455504;48,447373163835614;0,8027717131506851;80,2771713150685
