numero_jour_semaine;jour_semaine;appels_presentes;appels_traites;appels_abandonnes;delai_moyen_reponse_sec;niveau_service;taux_abandon;niveau_service_pct
1;Lundi;66296;61480;3980;74,74375809038462;0,7427656865384615;0,0600337878605044;74,27656865384616
2;Mardi;64942;61106;3171;59,35947526538462;0,759288575;0,048828185149826;75,9288575
3;Mercredi;66659;62570;3390;59,0772920754717;0,7737203471698113;0,05085584842256859;77,37203471698113
4;Jeudi;65077;61581;2856;48,883575655769235;0,7887648903846153;0,043886472947431504;78,87648903846153
5;Vendredi;62133;58102;3326;60,06782138269231;0,7522554826923076;0,053530330098337436;75,22554826923076
6;Samedi;19129;18436;611;21,67822207884615;0,8868138942307693;0,03194103194103194;88,68138942307692
7;Dimanche;14059;13670;355;15,11704608076923;0,9163517961538462;0,0252507290703464;91,63517961538462
